date,open,high,low,close,volume
2015-02-09 11:15:00,8556.75,8581.45,8554.15,8565.95,0
2015-02-09 12:15:00,8566.0,8592.35,8563.8,8582.4,0
2015-02-09 13:15:00,8582.3,8592.9,8558.7,8564.15,0
2015-02-09 14:15:00,8564.55,8567.5,8521.15,8525.2,0
2015-02-09 15:15:00,8525.65,8530.75,8516.35,8518.3,0
2015-02-10 09:15:00,8478.1,8612.95,8472.05,8583.95,0
2015-02-10 10:15:00,8584.15,8609.55,8575.9,8600.55,0
2015-02-10 11:15:00,8600.8,8646.15,8572.85,8580.9,0
2015-02-10 12:15:00,8581.75,8594.85,8553.75,8569.65,0
2015-02-10 13:15:00,8569.2,8576.15,8474.95,8495.65,0
2015-02-10 14:15:00,8494.5,8579.85,8483.55,8552.3,0
2015-02-10 15:15:00,8552.1,8579.25,8548.15,8578.85,0
2015-02-11 09:15:00,8603.3,8619.95,8595.15,8609.85,0
2015-02-11 10:15:00,8609.8,8630.9,8594.05,8607.5,0
2015-02-11 11:15:00,8607.75,8624.0,8599.85,8618.45,0
2015-02-11 12:15:00,8618.35,8645.55,8612.7,8637.85,0
2015-02-11 13:15:00,8637.9,8651.9,8602.15,8627.7,0
2015-02-11 14:15:00,8628.0,8648.0,8618.0,8624.05,0
2015-02-11 15:15:00,8625.5,8638.6,8624.05,8635.5,0
2015-02-12 09:15:00,8676.95,8681.4,8623.2,8634.4,0
2015-02-12 10:15:00,8634.4,8639.7,8615.65,8629.5,0
2015-02-12 11:15:00,8629.1,8632.7,8599.4,8612.9,0
2015-02-12 12:15:00,8613.35,8617.75,8602.45,8611.95,0
2015-02-12 13:15:00,8612.2,8655.25,8609.45,8651.3,0
2015-02-12 14:15:00,8650.65,8725.95,8645.45,8721.95,0
2015-02-12 15:15:00,8721.05,8732.15,8713.05,8728.4,0
2015-02-13 09:15:00,8741.5,8766.55,8730.0,8754.4,0
2015-02-13 10:15:00,8754.45,8760.0,8735.7,8747.1,0
2015-02-13 11:15:00,8746.45,8780.7,8741.9,8769.35,0
2015-02-13 12:15:00,8769.05,8795.65,8756.5,8775.7,0
2015-02-13 13:15:00,8776.3,8799.05,8774.55,8797.2,0
2015-02-13 14:15:00,8798.1,8821.7,8791.8,8808.05,0
2015-02-13 15:15:00,8808.15,8809.8,8790.6,8803.05,0
2015-02-16 09:15:00,8831.4,8869.95,8825.4,8861.95,0
2015-02-16 10:15:00,8861.7,8869.35,8844.45,8846.4,0
2015-02-16 11:15:00,8846.05,8846.1,8815.3,8822.6,0
2015-02-16 12:15:00,8823.1,8838.15,8817.25,8826.65,0
2015-02-16 13:15:00,8826.75,8845.7,8824.05,8839.15,0
2015-02-16 14:15:00,8838.3,8855.8,8801.9,8803.75,0
2015-02-16 15:15:00,8803.8,8808.7,8793.7,8808.7,0
2015-02-18 09:15:00,8811.55,8851.5,8810.05,8850.65,0
2015-02-18 10:15:00,8850.45,8861.85,8841.85,8854.3,0
2015-02-18 11:15:00,8854.65,8861.5,8839.35,8840.05,0
2015-02-18 12:15:00,8840.1,8854.45,8837.7,8853.45,0
2015-02-18 13:15:00,8853.5,8872.55,8834.9,8869.75,0
2015-02-18 14:15:00,8869.55,8893.9,8863.0,8870.25,0
2015-02-18 15:15:00,8869.95,8873.05,8859.25,8865.25,0
2015-02-19 09:15:00,8883.05,8902.55,8879.25,8894.6,0
2015-02-19 10:15:00,8894.3,8897.15,8809.95,8826.4,0
2015-02-19 11:15:00,8826.7,8842.5,8816.55,8831.1,0
2015-02-19 12:15:00,8830.85,8849.35,8824.95,8832.4,0
2015-02-19 13:15:00,8832.45,8844.5,8794.55,8804.3,0
2015-02-19 14:15:00,8805.0,8905.0,8803.75,8904.0,0
2015-02-19 15:15:00,8905.35,8913.45,8894.75,8898.35,0
2015-02-20 09:15:00,8895.5,8895.5,8816.5,8835.8,0
2015-02-20 10:15:00,8835.85,8852.05,8832.5,8845.3,0
2015-02-20 11:15:00,8845.15,8887.6,8843.6,8863.45,0
2015-02-20 12:15:00,8863.8,8874.85,8851.6,8865.1,0
2015-02-20 13:15:00,8864.55,8890.1,8833.3,8865.15,0
2015-02-20 14:15:00,8865.3,8876.15,8831.95,8833.75,0
2015-02-20 15:15:00,8833.6,8836.7,8821.55,8827.7,0
2015-02-23 09:15:00,8856.85,8868.9,8839.2,8842.05,0
2015-02-23 10:15:00,8842.1,8861.1,8842.1,8849.8,0
2015-02-23 11:15:00,8849.55,8851.0,8832.1,8847.6,0
2015-02-23 12:15:00,8847.3,8853.0,8839.55,8850.6,0
2015-02-23 13:15:00,8850.15,8856.1,8768.6,8776.35,0
2015-02-23 14:15:00,8776.05,8785.5,8748.8,8759.9,0
2015-02-23 15:15:00,8758.1,8761.45,8737.25,8742.8,0
2015-02-24 09:15:00,8772.9,8775.7,8746.5,8755.55,0
2015-02-24 10:15:00,8755.5,8777.1,8737.15,8749.35,0
2015-02-24 11:15:00,8749.5,8769.7,8741.9,8763.65,0
2015-02-24 12:15:00,8763.7,8770.0,8743.0,8753.15,0
2015-02-24 13:15:00,8753.15,8800.5,8751.7,8774.65,0
2015-02-24 14:15:00,8774.7,8775.7,8727.25,8770.1,0
2015-02-24 15:15:00,8770.4,8774.6,8757.25,8760.8,0
2015-02-25 09:15:00,8802.65,8840.5,8798.6,8816.2,0
2015-02-25 10:15:00,8815.95,8828.75,8809.45,8817.55,0
2015-02-25 11:15:00,8817.45,8828.8,8815.35,8820.0,0
2015-02-25 12:15:00,8820.25,8832.8,8805.45,8809.55,0
2015-02-25 13:15:00,8808.75,8820.85,8767.25,8769.85,0
2015-02-25 14:15:00,8771.4,8784.95,8751.65,8771.8,0
2015-02-25 15:15:00,8771.75,8773.45,8762.65,8765.25,0
2015-02-26 09:15:00,8779.0,8783.6,8734.15,8747.8,0
2015-02-26 10:15:00,8747.5,8750.25,8731.7,8745.3,0
2015-02-26 11:15:00,8745.65,8756.45,8727.05,8739.4,0
2015-02-26 12:15:00,8739.05,8746.0,8706.9,8734.1,0
2015-02-26 13:15:00,8733.5,8737.5,8673.65,8708.4,0
2015-02-26 14:15:00,8708.9,8734.6,8669.85,8680.85,0
2015-02-26 15:15:00,8681.1,8695.7,8679.0,8694.65,0
2015-02-27 09:15:00,8729.5,8757.25,8722.95,8736.0,0
2015-02-27 10:15:00,8736.2,8741.8,8717.6,8731.6,0
2015-02-27 11:15:00,8733.1,8774.4,8730.75,8773.0,0
2015-02-27 12:15:00,8773.45,8805.5,8761.35,8804.55,0
2015-02-27 13:15:00,8804.3,8830.2,8796.5,8815.6,0
2015-02-27 14:15:00,8817.65,8853.9,8802.45,8851.55,0
2015-02-27 15:15:00,8852.45,8856.95,8839.65,8850.65,0
2015-02-28 09:15:00,8913.05,8919.55,8895.75,8908.35,0
2015-02-28 10:15:00,8905.7,8929.6,8887.95,8920.45,0
2015-02-28 11:15:00,8919.5,8927.95,8835.15,8906.35,0
2015-02-28 12:15:00,8906.2,8940.8,8809.05,8826.85,0
2015-02-28 13:15:00,8825.8,8826.25,8751.6,8801.4,0
2015-02-28 14:15:00,8801.8,8911.8,8800.45,8907.1,0
2015-02-28 15:15:00,8908.8,8930.35,8895.3,8920.75,0
2015-03-02 09:15:00,8954.6,8969.2,8923.4,8960.4,0
2015-03-02 10:15:00,8959.85,8971.7,8917.95,8927.35,0
2015-03-02 11:15:00,8927.25,8927.25,8885.65,8903.75,0
2015-03-02 12:15:00,8903.8,8930.85,8891.35,8898.8,0
2015-03-02 13:15:00,8898.9,8928.85,8892.9,8928.25,0
2015-03-02 14:15:00,8928.7,8964.0,8912.9,8958.8,0
2015-03-02 15:15:00,8959.3,8969.9,8952.4,8961.55,0
2015-03-03 09:15:00,8962.85,8963.4,8925.7,8952.3,0
2015-03-03 10:15:00,8952.25,8969.55,8946.55,8952.05,0
2015-03-03 11:15:00,8952.05,8964.5,8937.0,8961.2,0
2015-03-03 12:15:00,8961.15,8983.55,8958.2,8976.85,0
2015-03-03 13:15:00,8976.95,8990.45,8960.7,8981.95,0
2015-03-03 14:15:00,8981.85,9008.25,8975.65,8989.95,0
2015-03-03 15:15:00,8992.4,8999.95,8990.5,8996.75,0
2015-03-04 09:15:00,9109.15,9117.3,9059.9,9081.15,0
2015-03-04 10:15:00,9081.3,9082.6,9052.3,9064.95,0
2015-03-04 11:15:00,9065.85,9071.55,9021.15,9040.3,0
2015-03-04 12:15:00,9040.25,9062.15,9037.35,9044.7,0
2015-03-04 13:15:00,9044.55,9058.2,9024.25,9024.65,0
2015-03-04 14:15:00,9024.75,9035.2,8894.5,8922.2,0
2015-03-04 15:15:00,8919.8,8922.5,8902.75,8918.4,0
2015-03-05 09:15:00,8929.4,8948.6,8892.65,8918.45,0
2015-03-05 10:15:00,8918.4,8939.4,8914.6,8927.65,0
2015-03-05 11:15:00,8927.0,8934.55,8893.85,8906.05,0
2015-03-05 12:15:00,8906.1,8911.05,8852.3,8862.75,0
2015-03-05 13:15:00,8862.9,8922.0,8849.45,8915.2,0
2015-03-05 14:15:00,8914.95,8957.35,8892.2,8952.05,0
2015-03-05 15:15:00,8950.0,8953.35,8930.95,8937.75,0
2015-03-09 09:15:00,8877.3,8877.3,8803.7,8818.85,0
2015-03-09 10:15:00,8819.35,8827.85,8801.1,8812.95,0
2015-03-09 11:15:00,8812.3,8829.8,8804.55,8820.9,0
2015-03-09 12:15:00,8820.0,8824.5,8788.3,8788.9,0
2015-03-09 13:15:00,8788.4,8793.35,8754.1,8777.45,0
2015-03-09 14:15:00,8778.35,8794.35,8755.8,8758.25,0
2015-03-09 15:15:00,8758.8,8758.8,8740.45,8743.25,0
2015-03-10 09:15:00,8769.75,8769.75,8725.4,8734.15,0
2015-03-10 10:15:00,8734.4,8777.95,8734.15,8759.85,0
2015-03-10 11:15:00,8760.15,8770.55,8745.4,8753.65,0
2015-03-10 12:15:00,8753.55,8765.35,8728.6,8734.15,0
2015-03-10 13:15:00,8734.5,8743.6,8694.2,8709.35,0
2015-03-10 14:15:00,8708.05,8730.8,8677.6,8717.3,0
2015-03-10 15:15:00,8716.6,8726.35,8711.2,8725.6,0
2015-03-11 09:15:00,8728.75,8744.5,8714.6,8739.65,0
2015-03-11 10:15:00,8739.85,8747.0,8700.9,8712.9,0
2015-03-11 11:15:00,8712.85,8717.65,8688.1,8711.55,0
2015-03-11 12:15:00,8710.8,8727.0,8701.75,8713.9,0
2015-03-11 13:15:00,8715.65,8732.05,8691.1,8727.3,0
2015-03-11 14:15:00,8727.1,8755.3,8695.8,8696.15,0
2015-03-11 15:15:00,8695.15,8703.65,8682.5,8701.8,0
2015-03-12 09:15:00,8740.65,8773.2,8733.5,8755.85,0
2015-03-12 10:15:00,8756.35,8768.75,8750.25,8759.45,0
2015-03-12 11:15:00,8759.35,8765.65,8744.0,8751.5,0
2015-03-12 12:15:00,8751.55,8771.4,8747.35,8754.95,0
2015-03-12 13:15:00,8755.55,8769.6,8745.0,8756.45,0
2015-03-12 14:15:00,8754.95,8786.2,8749.05,8780.25,0
2015-03-12 15:15:00,8782.55,8783.75,8771.4,8771.4,0
2015-03-13 09:15:00,8844.05,8844.05,8730.6,8750.75,0
2015-03-13 10:15:00,8750.1,8762.9,8724.65,8736.45,0
2015-03-13 11:15:00,8736.4,8740.95,8671.95,8689.95,0
2015-03-13 12:15:00,8690.1,8702.8,8681.05,8689.55,0
2015-03-13 13:15:00,8689.45,8701.35,8640.5,8656.25,0
2015-03-13 14:15:00,8656.0,8663.2,8632.4,8638.2,0
2015-03-13 15:15:00,8638.2,8664.3,8634.85,8661.1,0
2015-03-16 09:15:00,8641.1,8649.15,8620.0,8639.15,0
2015-03-16 10:15:00,8637.9,8647.95,8630.1,8632.5,0
2015-03-16 11:15:00,8632.45,8652.4,8624.05,8625.85,0
2015-03-16 12:15:00,8625.75,8632.45,8612.15,8631.3,0
2015-03-16 13:15:00,8630.7,8642.75,8621.3,8622.9,0
2015-03-16 14:15:00,8622.85,8660.8,8614.35,8633.65,0
2015-03-16 15:15:00,8633.65,8641.15,8629.35,8639.6,0
2015-03-17 09:15:00,8689.1,8730.6,8665.45,8723.25,0
2015-03-17 10:15:00,8722.2,8729.0,8711.6,8722.25,0
2015-03-17 11:15:00,8722.4,8737.35,8670.3,8682.0,0
2015-03-17 12:15:00,8681.0,8693.5,8642.0,8653.85,0
2015-03-17 13:15:00,8654.15,8665.15,8631.15,8658.1,0
2015-03-17 14:15:00,8659.35,8736.65,8639.2,8731.55,0
2015-03-17 15:15:00,8732.0,8742.1,8720.85,8722.35,0
2015-03-18 09:15:00,8742.9,8746.4,8682.25,8710.5,0
2015-03-18 10:15:00,8710.95,8714.85,8683.85,8698.75,0
2015-03-18 11:15:00,8697.75,8733.25,8690.3,8720.0,0
2015-03-18 12:15:00,8722.85,8727.8,8707.5,8722.6,0
2015-03-18 13:15:00,8722.4,8726.35,8674.05,8699.7,0
2015-03-18 14:15:00,8699.2,8704.95,8664.35,8688.75,0
2015-03-18 15:15:00,8688.55,8690.65,8676.55,8680.9,0
2015-03-19 09:15:00,8749.45,8787.95,8732.15,8779.0,0
2015-03-19 10:15:00,8778.75,8779.15,8739.2,8742.65,0
2015-03-19 11:15:00,8741.05,8753.0,8723.95,8744.0,0
2015-03-19 12:15:00,8744.0,8753.0,8726.3,8736.5,0
2015-03-19 13:15:00,8736.1,8754.85,8733.9,8743.3,0
2015-03-19 14:15:00,8743.6,8749.45,8614.95,8634.15,0
2015-03-19 15:15:00,8634.9,8638.5,8620.25,8622.9,0
2015-03-20 09:15:00,8627.9,8627.9,8589.85,8597.9,0
2015-03-20 10:15:00,8597.65,8607.6,8575.3,8603.95,0
2015-03-20 11:15:00,8603.3,8620.9,8581.95,8592.45,0
2015-03-20 12:15:00,8592.6,8599.2,8563.0,8578.75,0
2015-03-20 13:15:00,8579.35,8606.15,8572.7,8582.55,0
2015-03-20 14:15:00,8583.95,8596.5,8565.5,8570.05,0
2015-03-20 15:15:00,8569.95,8588.3,8553.3,8584.85,0
2015-03-23 09:15:00,8591.55,8607.9,8560.15,8575.8,0
2015-03-23 10:15:00,8576.6,8588.75,8567.05,8575.9,0
2015-03-23 11:15:00,8575.55,8595.05,8566.85,8590.7,0
2015-03-23 12:15:00,8590.65,8595.15,8573.0,8578.1,0
2015-03-23 13:15:00,8578.25,8589.8,8546.95,8550.7,0
2015-03-23 14:15:00,8550.45,8567.75,8540.75,8554.8,0
2015-03-23 15:15:00,8554.1,8555.95,8541.2,8550.95,0
2015-03-24 09:15:00,8537.05,8582.25,8537.05,8578.45,0
2015-03-24 10:15:00,8578.35,8588.6,8565.55,8582.15,0
2015-03-24 11:15:00,8582.15,8602.95,8574.2,8585.8,0
2015-03-24 12:15:00,8586.6,8591.25,8577.0,8579.7,0
2015-03-24 13:15:00,8579.55,8621.6,8547.2,8621.6,0
2015-03-24 14:15:00,8621.95,8626.65,8536.95,8541.8,0
2015-03-24 15:15:00,8541.7,8552.6,8538.3,8549.9,0
2015-03-25 09:15:00,8568.9,8573.45,8543.35,8546.45,0
2015-03-25 10:15:00,8547.4,8561.1,8539.35,8554.5,0
2015-03-25 11:15:00,8555.65,8557.1,8537.45,8545.75,0
2015-03-25 12:15:00,8546.25,8546.45,8530.8,8536.5,0
2015-03-25 13:15:00,8536.1,8542.6,8518.25,8537.5,0
2015-03-25 14:15:00,8537.7,8548.95,8517.9,8531.95,0
2015-03-25 15:15:00,8531.65,8533.6,8517.0,8517.0,0
2015-03-26 09:15:00,8474.95,8498.9,8463.45,8473.9,0
2015-03-26 10:15:00,8473.15,8475.85,8460.3,8467.65,0
2015-03-26 11:15:00,8467.8,8472.1,8438.4,8452.05,0
2015-03-26 12:15:00,8451.0,8453.9,8434.95,8447.9,0
2015-03-26 13:15:00,8447.75,8450.0,8401.05,8414.85,0
2015-03-26 14:15:00,8414.45,8415.25,8326.35,8339.45,0
2015-03-26 15:15:00,8339.25,8385.0,8327.45,8382.3,0
2015-03-27 09:15:00,8396.0,8411.4,8346.0,8361.8,0
2015-03-27 10:15:00,8361.8,8373.6,8336.15,8358.8,0
2015-03-27 11:15:00,8360.4,8363.75,8318.25,8325.05,0
2015-03-27 12:15:00,8324.95,8326.85,8269.55,8300.4,0
2015-03-27 13:15:00,8295.45,8352.0,8289.3,8333.3,0
2015-03-27 14:15:00,8333.3,8366.35,8317.2,8346.1,0
2015-03-27 15:15:00,8346.9,8349.15,8337.45,8348.05,0
2015-03-30 09:15:00,8391.7,8412.9,8381.2,8399.75,0
2015-03-30 10:15:00,8398.95,8432.6,8397.8,8417.75,0
2015-03-30 11:15:00,8417.0,8420.75,8398.95,8403.3,0
2015-03-30 12:15:00,8403.25,8434.15,8399.05,8428.0,0
2015-03-30 13:15:00,8427.6,8468.6,8427.6,8462.6,0
2015-03-30 14:15:00,8463.0,8495.75,8455.5,8492.5,0
2015-03-30 15:15:00,8492.15,8504.25,8485.35,8501.35,0
2015-03-31 09:15:00,8527.6,8530.0,8500.05,8513.5,0
2015-03-31 10:15:00,8513.25,8529.35,8507.25,8519.8,0
2015-03-31 11:15:00,8520.8,8530.65,8512.2,8527.6,0
2015-03-31 12:15:00,8528.05,8535.05,8513.55,8528.45,0
2015-03-31 13:15:00,8528.75,8549.95,8528.7,8535.55,0
2015-03-31 14:15:00,8535.25,8535.4,8455.05,8494.75,0
2015-03-31 15:15:00,8494.65,8498.35,8480.9,8480.9,0
2015-04-01 09:15:00,8483.7,8490.8,8465.0,8484.95,0
2015-04-01 10:15:00,8485.3,8497.55,8477.5,8489.3,0
2015-04-01 11:15:00,8489.3,8499.4,8474.65,8483.0,0
2015-04-01 12:15:00,8482.8,8518.1,8481.7,8512.6,0
2015-04-01 13:15:00,8512.9,8542.25,8511.4,8540.6,0
2015-04-01 14:15:00,8540.6,8584.9,8522.1,8580.25,0
2015-04-01 15:15:00,8581.9,8600.6,8579.25,8590.3,0
2015-04-06 09:15:00,8615.8,8615.8,8575.9,8588.6,0
2015-04-06 10:15:00,8588.8,8601.8,8582.2,8587.75,0
2015-04-06 11:15:00,8587.9,8593.15,8573.85,8577.55,0
2015-04-06 12:15:00,8577.55,8605.85,8577.55,8604.8,0
2015-04-06 13:15:00,8605.05,8632.7,8600.0,8628.7,0
2015-04-06 14:15:00,8628.65,8667.5,8617.4,8657.9,0
2015-04-06 15:15:00,8657.9,8667.35,8651.6,8652.0,0
