"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"244.1","2024-02-29"," 9:44:00 AM","2024-02-29"," 9:56:00 AM","CE","22000","Sell","65","50.12","62.73","","-819.42"
"244.2","2024-02-29"," 9:44:00 AM","2024-02-29"," 3:27:00 PM","CE","22150","Sell","65","136.43","143.52","","-460.85"
"245","2024-03-07"," 9:44:00 AM","2024-03-07"," 3:27:00 PM","","","","","","","NA","1236.90"
"245.1","2024-03-07"," 9:44:00 AM","2024-03-07"," 9:46:00 AM","CE","22500","Sell","65","30.43","38.07","","-496.23"
"245.2","2024-03-07"," 9:44:00 AM","2024-03-07"," 3:27:00 PM","CE","22600","Sell","65","99.90","73.24","","1733.12"
"246","2024-03-14"," 9:44:00 AM","2024-03-14"," 10:42:00 AM","","","","","","","NA","-2307.09"
"246.1","2024-03-14"," 9:44:00 AM","2024-03-14"," 10:42:00 AM","CE","22050","Sell","65","53.17","66.53","","-868.39"
"246.2","2024-03-14"," 9:44:00 AM","2024-03-14"," 10:42:00 AM","CE","22200","Sell","65","122.84","144.97","","-1438.70"
"247","2024-03-21"," 9:44:00 AM","2024-03-21"," 10:08:00 AM","","","","","","","NA","-1754.71"
"247.1","2024-03-21"," 9:44:00 AM","2024-03-21"," 10:05:00 AM","CE","22000","Sell","65","40.88","51.13","","-665.99"
"247.2","2024-03-21"," 9:44:00 AM","2024-03-21"," 10:08:00 AM","CE","22200","Sell","65","91.10","107.85","","-1088.72"
"248","2024-03-28"," 9:44:00 AM","2024-03-28"," 9:49:00 AM","","","","","","","NA","-1734.08"
"248.1","2024-03-28"," 9:44:00 AM","2024-03-28"," 9:45:00 AM","CE","22300","Sell","65","32.18","40.27","","-525.60"
"248.2","2024-03-28"," 9:44:00 AM","2024-03-28"," 9:49:00 AM","CE","22450","Sell","65","82.66","101.25","","-1208.48"
"249","2024-04-04"," 9:44:00 AM","2024-04-04"," 1:28:00 PM","","","","","","","NA","-2216.68"
"249.1","2024-04-04"," 9:44:00 AM","2024-04-04"," 1:25:00 PM","CE","22500","Sell","65","42.93","53.73","","-701.89"
"249.2","2024-04-04"," 9:44:00 AM","2024-04-04"," 1:28:00 PM","CE","22600","Sell","65","92.85","116.16","","-1514.79"
"250","2024-04-10"," 9:44:00 AM","2024-04-10"," 3:27:00 PM","","","","","","","NA","-74.43"
"250.1","2024-04-10"," 9:44:00 AM","2024-04-10"," 3:27:00 PM","CE","22700","Sell","65","53.57","53.88","","-19.74"
"250.2","2024-04-10"," 9:44:00 AM","2024-04-10"," 3:27:00 PM","CE","22850","Sell","65","91.00","91.85","","-54.69"
"251","2024-04-18"," 9:44:00 AM","2024-04-18"," 11:07:00 AM","","","","","","","NA","-1937.13"
"251.1","2024-04-18"," 9:44:00 AM","2024-04-18"," 11:06:00 AM","CE","22200","Sell","65","45.88","57.43","","-750.86"
"251.2","2024-04-18"," 9:44:00 AM","2024-04-18"," 11:07:00 AM","CE","22350","Sell","65","91.15","109.40","","-1186.27"
"252","2024-04-25"," 9:44:00 AM","2024-04-25"," 10:13:00 AM","","","","","","","NA","-1836.50"
"252.1","2024-04-25"," 9:44:00 AM","2024-04-25"," 10:08:00 AM","CE","22400","Sell","65","58.47","73.14","","-953.28"
"252.2","2024-04-25"," 9:44:00 AM","2024-04-25"," 10:13:00 AM","CE","22550","Sell","65","81.31","94.90","","-883.23"
"253","2024-05-02"," 9:44:00 AM","2024-05-02"," 10:32:00 AM","","","","","","","NA","-1982.84"
"253.1","2024-05-02"," 9:44:00 AM","2024-05-02"," 9:46:00 AM","CE","22700","Sell","65","39.48","49.42","","-646.39"
"253.2","2024-05-02"," 9:44:00 AM","2024-05-02"," 10:32:00 AM","CE","22800","Sell","65","100.50","121.06","","-1336.45"
"254","2024-05-09"," 9:44:00 AM","2024-05-09"," 3:27:00 PM","","","","","","","NA","8660.86"
"254.1","2024-05-09"," 9:44:00 AM","2024-05-09"," 3:27:00 PM","CE","22250","Sell","65","54.02","0.10","","3504.99"
"254.2","2024-05-09"," 9:44:00 AM","2024-05-09"," 3:27:00 PM","CE","22400","Sell","65","118.59","39.27","","5155.87"
"255","2024-05-16"," 9:44:00 AM","2024-05-16"," 3:01:00 PM","","","","","","","NA","-2836.97"
"255.1","2024-05-16"," 9:44:00 AM","2024-05-16"," 12:15:00 PM","CE","22250","Sell","65","57.27","71.64","","-933.69"
"255.2","2024-05-16"," 9:44:00 AM","2024-05-16"," 3:01:00 PM","CE","22400","Sell","65","116.59","145.87","","-1903.28"
"256","2024-05-23"," 9:44:00 AM","2024-05-23"," 11:43:00 AM","","","","","","","NA","-2642.40"
"256.1","2024-05-23"," 9:44:00 AM","2024-05-23"," 10:21:00 AM","CE","22700","Sell","65","74.26","92.95","","-1214.43"
"256.2","2024-05-23"," 9:44:00 AM","2024-05-23"," 11:43:00 AM","CE","22850","Sell","65","107.70","129.66","","-1427.96"
"257","2024-05-30"," 9:44:00 AM","2024-05-30"," 3:27:00 PM","","","","","","","NA","7588.72"
"257.1","2024-05-30"," 9:44:00 AM","2024-05-30"," 3:27:00 PM","CE","22600","Sell","65","73.71","0.05","","4788.10"
"257.2","2024-05-30"," 9:44:00 AM","2024-05-30"," 3:27:00 PM","CE","23000","Sell","65","285.16","242.07","","2800.61"
"258","2024-06-06"," 9:44:00 AM","2024-06-06"," 10:16:00 AM","","","","","","","NA","-4364.81"
"258.1","2024-06-06"," 9:44:00 AM","2024-06-06"," 10:16:00 AM","CE","22750","Sell","65","97.70","122.26","","-1596.40"
"258.2","2024-06-06"," 9:44:00 AM","2024-06-06"," 10:16:00 AM","CE","22950","Sell","65","169.62","212.21","","-2768.41"
"259","2024-06-13"," 9:44:00 AM","2024-06-13"," 3:27:00 PM","","","","","","","NA","4100.26"
"259.1","2024-06-13"," 9:44:00 AM","2024-06-13"," 3:27:00 PM","CE","23400","Sell","65","46.23","0.15","","2994.99"
"259.2","2024-06-13"," 9:44:00 AM","2024-06-13"," 3:27:00 PM","CE","23500","Sell","65","104.40","87.39","","1105.27"
"260","2024-06-20"," 9:44:00 AM","2024-06-20"," 1:21:00 PM","","","","","","","NA","-2912.04"
"260.1","2024-06-20"," 9:44:00 AM","2024-06-20"," 11:57:00 AM","CE","23500","Sell","65","61.47","76.94","","-1005.50"
"260.2","2024-06-20"," 9:44:00 AM","2024-06-20"," 1:21:00 PM","CE","23600","Sell","65","116.79","146.12","","-1906.54"
"261","2024-06-27"," 9:44:00 AM","2024-06-27"," 9:58:00 AM","","","","","","","NA","-2483.19"
"261.1","2024-06-27"," 9:44:00 AM","2024-06-27"," 9:57:00 AM","CE","23850","Sell","65","64.57","80.79","","-1054.47"
"261.2","2024-06-27"," 9:44:00 AM","2024-06-27"," 9:58:00 AM","CE","24000","Sell","65","119.29","141.27","","-1428.72"
"262","2024-07-04"," 9:44:00 AM","2024-07-04"," 3:27:00 PM","","","","","","","NA","2023.52"
"262.1","2024-07-04"," 9:44:00 AM","2024-07-04"," 9:45:00 AM","CE","24400","Sell","65","35.78","44.77","","-584.37"
"262.2","2024-07-04"," 9:44:00 AM","2024-07-04"," 3:27:00 PM","CE","24500","Sell","65","98.75","58.63","","2607.88"
"263","2024-07-11"," 9:44:00 AM","2024-07-11"," 3:27:00 PM","","","","","","","NA","-1217.52"
"263.1","2024-07-11"," 9:44:00 AM","2024-07-11"," 9:48:00 AM","CE","24350","Sell","65","28.59","35.77","","-466.84"
"263.2","2024-07-11"," 9:44:00 AM","2024-07-11"," 3:27:00 PM","CE","24450","Sell","65","93.15","104.70","","-750.68"
"264","2024-07-18"," 9:44:00 AM","2024-07-18"," 9:50:00 AM","","","","","","","NA","-2987.13"
"264.1","2024-07-18"," 9:44:00 AM","2024-07-18"," 9:45:00 AM","CE","24600","Sell","65","32.18","40.27","","-525.60"
"264.2","2024-07-18"," 9:44:00 AM","2024-07-18"," 9:50:00 AM","CE","24750","Sell","65","150.67","188.54","","-2461.52"
"265","2024-07-25"," 9:44:00 AM","2024-07-25"," 12:22:00 PM","","","","","","","NA","-2293.26"
"265.1","2024-07-25"," 9:44:00 AM","2024-07-25"," 10:36:00 AM","CE","24300","Sell","65","49.68","62.13","","-809.63"
"265.2","2024-07-25"," 9:44:00 AM","2024-07-25"," 12:22:00 PM","CE","24450","Sell","65","113.64","136.47","","-1483.63"
"266","2024-08-01"," 9:44:00 AM","2024-08-01"," 3:27:00 PM","","","","","","","NA","4978.56"
"266.1","2024-08-01"," 9:44:00 AM","2024-08-01"," 3:27:00 PM","CE","25050","Sell","65","48.58","0.05","","3154.17"
"266.2","2024-08-01"," 9:44:00 AM","2024-08-01"," 3:27:00 PM","CE","25200","Sell","65","96.40","68.33","","1824.40"
"267","2024-08-08"," 9:44:00 AM","2024-08-08"," 12:21:00 PM","","","","","","","NA","-3587.82"
"267.1","2024-08-08"," 9:44:00 AM","2024-08-08"," 12:15:00 PM","CE","24250","Sell","65","93.90","117.51","","-1534.37"
"267.2","2024-08-08"," 9:44:00 AM","2024-08-08"," 12:21:00 PM","CE","24400","Sell","65","125.79","157.38","","-2053.45"
"268","2024-08-14"," 9:44:00 AM","2024-08-14"," 3:27:00 PM","","","","","","","NA","-131.07"
"268.1","2024-08-14"," 9:44:00 AM","2024-08-14"," 9:46:00 AM","CE","24150","Sell","65","42.93","53.73","","-701.89"
"268.2","2024-08-14"," 9:44:00 AM","2024-08-14"," 3:27:00 PM","CE","24300","Sell","65","122.49","113.71","","570.82"
"269","2024-08-22"," 9:44:00 AM","2024-08-22"," 3:27:00 PM","","","","","","","NA","2251.83"
"269.1","2024-08-22"," 9:44:00 AM","2024-08-22"," 3:27:00 PM","CE","24850","Sell","65","28.24","0.05","","1832.08"
"269.2","2024-08-22"," 9:44:00 AM","2024-08-22"," 3:27:00 PM","CE","24950","Sell","65","95.50","89.04","","419.75"
"270","2024-08-29"," 9:44:00 AM","2024-08-29"," 9:54:00 AM","","","","","","","NA","-1819.17"
"270.1","2024-08-29"," 9:44:00 AM","2024-08-29"," 9:49:00 AM","CE","25100","Sell","65","37.38","46.77","","-610.48"
"270.2","2024-08-29"," 9:44:00 AM","2024-08-29"," 9:54:00 AM","CE","25250","Sell","65","85.86","104.45","","-1208.68"
"271","2024-09-05"," 9:44:00 AM","2024-09-05"," 3:27:00 PM","","","","","","","NA","758.35"
"271.1","2024-09-05"," 9:44:00 AM","2024-09-05"," 9:59:00 AM","CE","25200","Sell","65","46.13","57.73","","-754.13"
"271.2","2024-09-05"," 9:44:00 AM","2024-09-05"," 3:27:00 PM","CE","25350","Sell","65","92.75","69.48","","1512.48"
"272","2024-09-12"," 9:44:00 AM","2024-09-12"," 2:02:00 PM","","","","","","","NA","-1907.96"
"272.1","2024-09-12"," 9:44:00 AM","2024-09-12"," 2:02:00 PM","CE","25050","Sell","65","50.07","62.63","","-816.16"
"272.2","2024-09-12"," 9:44:00 AM","2024-09-12"," 2:02:00 PM","CE","25200","Sell","65","88.56","105.35","","-1091.80"
"273","2024-09-19"," 9:44:00 AM","2024-09-19"," 3:27:00 PM","","","","","","","NA","4843.18"
"273.1","2024-09-19"," 9:44:00 AM","2024-09-19"," 3:27:00 PM","CE","25650","Sell","65","30.58","0.05","","1984.75"
"273.2","2024-09-19"," 9:44:00 AM","2024-09-19"," 3:27:00 PM","CE","25750","Sell","65","96.15","52.18","","2858.43"
"274","2024-09-26"," 9:44:00 AM","2024-09-26"," 10:10:00 AM","","","","","","","NA","-2139.69"
"274.1","2024-09-26"," 9:44:00 AM","2024-09-26"," 9:52:00 AM","CE","26050","Sell","65","54.87","68.63","","-894.51"
"274.2","2024-09-26"," 9:44:00 AM","2024-09-26"," 10:10:00 AM","CE","26200","Sell","65","96.95","116.11","","-1245.17"
"275","2024-10-03"," 9:44:00 AM","2024-10-03"," 3:27:00 PM","","","","","","","NA","10899.37"
"275.1","2024-10-03"," 9:44:00 AM","2024-10-03"," 3:27:00 PM","CE","25650","Sell","65","78.21","0.10","","5077.20"
"275.2","2024-10-03"," 9:44:00 AM","2024-10-03"," 3:27:00 PM","CE","25800","Sell","65","123.04","33.47","","5822.16"
"276","2024-10-10"," 9:44:00 AM","2024-10-10"," 10:06:00 AM","","","","","","","NA","-2729.24"
"276.1","2024-10-10"," 9:44:00 AM","2024-10-10"," 9:57:00 AM","CE","25050","Sell","65","42.48","53.13","","-692.11"
"276.2","2024-10-10"," 9:44:00 AM","2024-10-10"," 10:06:00 AM","CE","25200","Sell","65","124.79","156.13","","-2037.13"
"277","2024-10-17"," 9:44:00 AM","2024-10-17"," 3:27:00 PM","","","","","","","NA","4987.66"
"277.1","2024-10-17"," 9:44:00 AM","2024-10-17"," 3:27:00 PM","CE","24850","Sell","65","51.72","0.05","","3358.82"
"277.2","2024-10-17"," 9:44:00 AM","2024-10-17"," 3:27:00 PM","CE","25000","Sell","65","103.35","78.29","","1628.85"
"278","2024-10-24"," 9:44:00 AM","2024-10-24"," 10:08:00 AM","","","","","","","NA","-2243.87"
"278.1","2024-10-24"," 9:44:00 AM","2024-10-24"," 9:45:00 AM","CE","24350","Sell","65","45.58","57.03","","-744.33"
"278.2","2024-10-24"," 9:44:00 AM","2024-10-24"," 10:08:00 AM","CE","24550","Sell","65","108.20","131.27","","-1499.53"
"279","2024-10-31"," 9:44:00 AM","2024-10-31"," 3:27:00 PM","","","","","","","NA","358.79"
"279.1","2024-10-31"," 9:44:00 AM","2024-10-31"," 9:46:00 AM","CE","24300","Sell","65","31.53","39.47","","-515.81"
"279.2","2024-10-31"," 9:44:00 AM","2024-10-31"," 3:27:00 PM","CE","24450","Sell","65","151.37","137.92","","874.60"
"280","2024-11-07"," 9:44:00 AM","2024-11-07"," 3:27:00 PM","","","","","","","NA","3133.27"
"280.1","2024-11-07"," 9:44:00 AM","2024-11-07"," 9:48:00 AM","CE","24350","Sell","65","55.37","69.28","","-904.30"
"280.2","2024-11-07"," 9:44:00 AM","2024-11-07"," 3:27:00 PM","CE","24550","Sell","65","114.59","52.48","","4037.57"
"281","2024-11-14"," 9:44:00 AM","2024-11-14"," 10:01:00 AM","","","","","","","NA","-2579.05"
"281.1","2024-11-14"," 9:44:00 AM","2024-11-14"," 9:47:00 AM","CE","23600","Sell","65","52.27","65.43","","-855.33"
"281.2","2024-11-14"," 9:44:00 AM","2024-11-14"," 10:01:00 AM","CE","23750","Sell","65","105.60","132.12","","-1723.73"
"282","2024-11-21"," 9:44:00 AM","2024-11-21"," 3:27:00 PM","","","","","","","NA","-56.51"
"282.1","2024-11-21"," 9:44:00 AM","2024-11-21"," 3:27:00 PM","CE","23300","Sell","65","53.72","49.82","","253.38"
"282.2","2024-11-21"," 9:44:00 AM","2024-11-21"," 3:27:00 PM","CE","23500","Sell","65","115.29","120.06","","-309.90"
"283","2024-11-28"," 9:44:00 AM","2024-11-28"," 9:52:00 AM","","","","","","","NA","-2404.47"
"283.1","2024-11-28"," 9:44:00 AM","2024-11-28"," 9:52:00 AM","CE","24300","Sell","65","60.87","76.14","","-992.45"
"283.2","2024-11-28"," 9:44:00 AM","2024-11-28"," 9:52:00 AM","CE","24450","Sell","65","112.49","134.22","","-1412.02"
"284","2024-12-05"," 9:44:00 AM","2024-12-05"," 12:09:00 PM","","","","","","","NA","-3545.35"
"284.1","2024-12-05"," 9:44:00 AM","2024-12-05"," 12:08:00 PM","CE","24500","Sell","65","119.44","149.47","","-1952.24"
"284.2","2024-12-05"," 9:44:00 AM","2024-12-05"," 12:09:00 PM","CE","24700","Sell","65","147.13","171.64","","-1593.11"
"285","2024-12-12"," 9:44:00 AM","2024-12-12"," 3:27:00 PM","","","","","","","NA","3908.45"
"285.1","2024-12-12"," 9:44:00 AM","2024-12-12"," 3:27:00 PM","CE","24650","Sell","65","34.68","0.05","","2251.12"
"285.2","2024-12-12"," 9:44:00 AM","2024-12-12"," 3:27:00 PM","CE","24800","Sell","65","115.29","89.79","","1657.33"
"286","2024-12-19"," 9:44:00 AM","2024-12-19"," 3:27:00 PM","","","","","","","NA","-1289.72"
"286.1","2024-12-19"," 9:44:00 AM","2024-12-19"," 9:45:00 AM","CE","24000","Sell","65","43.53","54.48","","-711.69"
"286.2","2024-12-19"," 9:44:00 AM","2024-12-19"," 3:27:00 PM","CE","24150","Sell","65","138.43","147.32","","-578.04"
"287","2024-12-26"," 9:44:00 AM","2024-12-26"," 3:27:00 PM","","","","","","","NA","3735.82"
"287.1","2024-12-26"," 9:44:00 AM","2024-12-26"," 3:27:00 PM","CE","23800","Sell","65","47.68","0.05","","3095.70"
"287.2","2024-12-26"," 9:44:00 AM","2024-12-26"," 3:27:00 PM","CE","24000","Sell","65","106.85","97.00","","640.12"
"288","2025-01-02"," 9:44:00 AM","2025-01-02"," 10:50:00 AM","","","","","","","NA","-2829.88"
"288.1","2025-01-02"," 9:44:00 AM","2025-01-02"," 10:13:00 AM","CE","23900","Sell","65","75.21","94.10","","-1227.50"
"288.2","2025-01-02"," 9:44:00 AM","2025-01-02"," 10:50:00 AM","CE","24050","Sell","65","139.68","164.33","","-1602.38"
"289","2025-01-09"," 9:44:00 AM","2025-01-09"," 3:27:00 PM","","","","","","","NA","402.66"
"289.1","2025-01-09"," 9:44:00 AM","2025-01-09"," 9:53:00 AM","CE","23600","Sell","65","34.08","42.62","","-554.99"
"289.2","2025-01-09"," 9:44:00 AM","2025-01-09"," 3:27:00 PM","CE","23750","Sell","65","124.29","109.55","","957.65"
"290","2025-01-16"," 9:44:00 AM","2025-01-16"," 3:27:00 PM","","","","","","","NA","640.08"
"290.1","2025-01-16"," 9:44:00 AM","2025-01-16"," 3:27:00 PM","CE","23300","Sell","65","39.13","9.90","","1899.66"
"290.2","2025-01-16"," 9:44:00 AM","2025-01-16"," 3:27:00 PM","CE","23450","Sell","65","118.34","137.72","","-1259.57"
"291","2025-01-23"," 9:44:00 AM","2025-01-23"," 12:21:00 PM","","","","","","","NA","-2503.17"
"291.1","2025-01-23"," 9:44:00 AM","2025-01-23"," 12:20:00 PM","CE","23200","Sell","65","54.67","68.43","","-894.50"
"291.2","2025-01-23"," 9:44:00 AM","2025-01-23"," 12:21:00 PM","CE","23350","Sell","65","136.33","161.08","","-1608.67"
"292","2025-01-30"," 9:44:00 AM","2025-01-30"," 3:27:00 PM","","","","","","","NA","-1017.99"
"292.1","2025-01-30"," 9:44:00 AM","2025-01-30"," 9:47:00 AM","CE","23250","Sell","65","83.21","104.10","","-1358.09"
"292.2","2025-01-30"," 9:44:00 AM","2025-01-30"," 3:27:00 PM","CE","23550","Sell","65","220.29","215.06","","340.10"
"293","2025-02-06"," 9:44:00 AM","2025-02-06"," 3:27:00 PM","","","","","","","NA","6288.69"
"293.1","2025-02-06"," 9:44:00 AM","2025-02-06"," 3:27:00 PM","CE","23650","Sell","65","64.87","0.05","","4213.14"
"293.2","2025-02-06"," 9:44:00 AM","2025-02-06"," 3:27:00 PM","CE","23850","Sell","65","134.33","102.40","","2075.56"
"294","2025-02-13"," 9:44:00 AM","2025-02-13"," 11:45:00 AM","","","","","","","NA","-3130.79"
"294.1","2025-02-13"," 9:44:00 AM","2025-02-13"," 9:54:00 AM","CE","23150","Sell","65","62.22","77.84","","-1015.30"
"294.2","2025-02-13"," 9:44:00 AM","2025-02-13"," 11:45:00 AM","CE","23300","Sell","65","129.64","162.18","","-2115.48"
"295","2025-02-20"," 9:44:00 AM","2025-02-20"," 3:27:00 PM","","","","","","","NA","-290.72"
"295.1","2025-02-20"," 9:44:00 AM","2025-02-20"," 10:23:00 AM","CE","22900","Sell","65","51.47","64.43","","-842.27"
"295.2","2025-02-20"," 9:44:00 AM","2025-02-20"," 3:27:00 PM","CE","23050","Sell","65","118.89","110.41","","551.55"
"296","2025-02-27"," 9:44:00 AM","2025-02-27"," 3:27:00 PM","","","","","","","NA","2842.89"
"296.1","2025-02-27"," 9:44:00 AM","2025-02-27"," 3:27:00 PM","CE","22550","Sell","65","32.88","0.05","","2134.18"
"296.2","2025-02-27"," 9:44:00 AM","2025-02-27"," 3:27:00 PM","CE","22700","Sell","65","102.20","91.30","","708.71"
"297","2025-03-06"," 9:44:00 AM","2025-03-06"," 11:07:00 AM","","","","","","","NA","-2699.85"
"297.1","2025-03-06"," 9:44:00 AM","2025-03-06"," 10:06:00 AM","CE","22300","Sell","65","58.47","73.14","","-953.28"
"297.2","2025-03-06"," 9:44:00 AM","2025-03-06"," 11:07:00 AM","CE","22500","Sell","65","106.95","133.82","","-1746.57"
"298","2025-03-13"," 9:44:00 AM","2025-03-13"," 9:58:00 AM","","","","","","","NA","-1561.98"
"298.1","2025-03-13"," 9:44:00 AM","2025-03-13"," 9:46:00 AM","CE","22500","Sell","65","25.44","31.82","","-414.61"
"298.2","2025-03-13"," 9:44:00 AM","2025-03-13"," 9:58:00 AM","CE","22600","Sell","65","92.95","110.61","","-1147.37"
"299","2025-03-20"," 9:44:00 AM","2025-03-20"," 1:11:00 PM","","","","","","","NA","-2288.95"
"299.1","2025-03-20"," 9:44:00 AM","2025-03-20"," 12:49:00 PM","CE","23050","Sell","65","50.12","62.73","","-819.42"
"299.2","2025-03-20"," 9:44:00 AM","2025-03-20"," 1:11:00 PM","CE","23200","Sell","65","96.95","119.56","","-1469.54"
"300","2025-03-27"," 9:44:00 AM","2025-03-27"," 10:00:00 AM","","","","","","","NA","-2104.35"
"300.1","2025-03-27"," 9:44:00 AM","2025-03-27"," 9:47:00 AM","CE","23550","Sell","65","55.22","69.08","","-901.04"
"300.2","2025-03-27"," 9:44:00 AM","2025-03-27"," 10:00:00 AM","CE","23750","Sell","65","103.20","121.71","","-1203.31"
"301","2025-04-03"," 9:44:00 AM","2025-04-03"," 10:25:00 AM","","","","","","","NA","-1897.37"
"301.1","2025-04-03"," 9:44:00 AM","2025-04-03"," 10:07:00 AM","CE","23250","Sell","65","26.89","33.62","","-437.47"
"301.2","2025-04-03"," 9:44:00 AM","2025-04-03"," 10:25:00 AM","CE","23400","Sell","65","98.80","121.26","","-1459.90"
"302","2025-04-09"," 9:44:00 AM","2025-04-09"," 3:27:00 PM","","","","","","","NA","6089.11"
"302.1","2025-04-09"," 9:44:00 AM","2025-04-09"," 3:27:00 PM","CE","22450","Sell","65","71.66","0.05","","4654.92"
"302.2","2025-04-09"," 9:44:00 AM","2025-04-09"," 3:27:00 PM","CE","22700","Sell","65","196.50","174.44","","1434.19"
"303","2025-04-17"," 9:44:00 AM","2025-04-17"," 11:16:00 AM","","","","","","","NA","-2890.54"
"303.1","2025-04-17"," 9:44:00 AM","2025-04-17"," 9:49:00 AM","CE","23400","Sell","65","60.07","75.14","","-979.39"
"303.2","2025-04-17"," 9:44:00 AM","2025-04-17"," 11:16:00 AM","CE","23550","Sell","65","137.48","166.88","","-1911.14"
"304","2025-04-24"," 9:44:00 AM","2025-04-24"," 3:27:00 PM","","","","","","","NA","623.78"
"304.1","2025-04-24"," 9:44:00 AM","2025-04-24"," 9:55:00 AM","CE","24300","Sell","65","27.24","34.07","","-443.99"
"304.2","2025-04-24"," 9:44:00 AM","2025-04-24"," 3:27:00 PM","CE","24450","Sell","65","130.88","114.46","","1067.78"
"305","2025-04-30"," 9:44:00 AM","2025-04-30"," 3:27:00 PM","","","","","","","NA","1068.89"
"305.1","2025-04-30"," 9:44:00 AM","2025-04-30"," 9:46:00 AM","CE","24350","Sell","65","26.14","32.72","","-427.66"
"305.2","2025-04-30"," 9:44:00 AM","2025-04-30"," 3:27:00 PM","CE","24550","Sell","65","137.63","114.61","","1496.55"
"306","2025-05-08"," 9:44:00 AM","2025-05-08"," 3:27:00 PM","","","","","","","NA","1733.83"
"306.1","2025-05-08"," 9:44:00 AM","2025-05-08"," 10:27:00 AM","CE","24400","Sell","65","15.44","19.31","","-251.38"
"306.2","2025-05-08"," 9:44:00 AM","2025-05-08"," 3:27:00 PM","CE","24550","Sell","65","123.59","93.05","","1985.21"
"307","2025-05-15"," 9:44:00 AM","2025-05-15"," 10:38:00 AM","","","","","","","NA","-2949.82"
"307.1","2025-05-15"," 9:44:00 AM","2025-05-15"," 9:53:00 AM","CE","24550","Sell","65","60.87","76.14","","-992.45"
"307.2","2025-05-15"," 9:44:00 AM","2025-05-15"," 10:38:00 AM","CE","24750","Sell","65","148.23","178.34","","-1957.36"
"308","2025-05-22"," 9:44:00 AM","2025-05-22"," 3:27:00 PM","","","","","","","NA","-445.80"
"308.1","2025-05-22"," 9:44:00 AM","2025-05-22"," 10:01:00 AM","CE","24600","Sell","65","56.82","71.09","","-927.16"
"308.2","2025-05-22"," 9:44:00 AM","2025-05-22"," 3:27:00 PM","CE","24800","Sell","65","148.23","140.82","","481.36"
"309","2025-05-29"," 9:44:00 AM","2025-05-29"," 3:27:00 PM","","","","","","","NA","-172.08"
"309.1","2025-05-29"," 9:44:00 AM","2025-05-29"," 9:57:00 AM","CE","24850","Sell","65","38.03","47.57","","-620.28"
"309.2","2025-05-29"," 9:44:00 AM","2025-05-29"," 3:27:00 PM","CE","25000","Sell","65","157.97","151.08","","448.21"
"310","2025-06-05"," 9:44:00 AM","2025-06-05"," 12:05:00 PM","","","","","","","NA","-2522.36"
"310.1","2025-06-05"," 9:44:00 AM","2025-06-05"," 11:26:00 AM","CE","24750","Sell","65","48.08","60.13","","-783.52"
"310.2","2025-06-05"," 9:44:00 AM","2025-06-05"," 12:05:00 PM","CE","24900","Sell","65","138.13","164.88","","-1738.85"
"311","2025-06-12"," 9:44:00 AM","2025-06-12"," 3:27:00 PM","","","","","","","NA","7351.71"
"311.1","2025-06-12"," 9:44:00 AM","2025-06-12"," 3:27:00 PM","CE","25150","Sell","65","42.33","0.10","","2744.87"
"311.2","2025-06-12"," 9:44:00 AM","2025-06-12"," 3:27:00 PM","CE","25300","Sell","65","110.89","40.02","","4606.84"
"312","2025-06-19"," 9:44:00 AM","2025-06-19"," 3:27:00 PM","","","","","","","NA","998.46"
"312.1","2025-06-19"," 9:44:00 AM","2025-06-19"," 9:46:00 AM","CE","24850","Sell","65","31.58","39.52","","-515.81"
"312.2","2025-06-19"," 9:44:00 AM","2025-06-19"," 3:27:00 PM","CE","25000","Sell","65","115.24","91.95","","1514.27"
"313","2025-06-26"," 9:44:00 AM","2025-06-26"," 9:50:00 AM","","","","","","","NA","-2531.66"
"313.1","2025-06-26"," 9:44:00 AM","2025-06-26"," 9:46:00 AM","CE","25350","Sell","65","62.87","78.64","","-1025.10"
"313.2","2025-06-26"," 9:44:00 AM","2025-06-26"," 9:50:00 AM","CE","25500","Sell","65","116.29","139.47","","-1506.56"
"314","2025-07-03"," 9:44:00 AM","2025-07-03"," 9:55:00 AM","","","","","","","NA","-2105.69"
"314.1","2025-07-03"," 9:44:00 AM","2025-07-03"," 9:46:00 AM","CE","25500","Sell","65","31.68","39.62","","-515.82"
"314.2","2025-07-03"," 9:44:00 AM","2025-07-03"," 9:55:00 AM","CE","25650","Sell","65","97.30","121.76","","-1589.87"
"315","2025-07-10"," 9:44:00 AM","2025-07-10"," 3:27:00 PM","","","","","","","NA","5021.64"
"315.1","2025-07-10"," 9:44:00 AM","2025-07-10"," 3:27:00 PM","CE","25450","Sell","65","43.68","0.05","","2835.83"
"315.2","2025-07-10"," 9:44:00 AM","2025-07-10"," 3:27:00 PM","CE","25600","Sell","65","89.01","55.38","","2185.81"
"316","2025-07-17"," 9:44:00 AM","2025-07-17"," 3:27:00 PM","","","","","","","NA","3633.77"
"316.1","2025-07-17"," 9:44:00 AM","2025-07-17"," 3:27:00 PM","CE","25200","Sell","65","33.18","0.05","","2153.67"
"316.2","2025-07-17"," 9:44:00 AM","2025-07-17"," 3:27:00 PM","CE","25300","Sell","65","90.65","67.88","","1480.10"
